encoding_id	authority_id	semantic_id	canonical_mnemonic	exact_code_family	mask	value	features	surfaces	support_packs	variable_fields	constraint_program	operand_decode_program	canonical_render_style	fixup_program	semantic_operands	fixed_roles	overlap_restrictions	authority_predicate_digest
a64:encoding:fcvtzu-32s-float2int:94031b90ad73e8f1	a64:instruction_form:fcvtzu-32s-float2int:94031b90ad73e8f1	a64:semantic:instruction_form:fcvtzu-32s-float2int:94031b90ad73e8f1	fcvtzu	other	0xfffffc00	0x1e390000	FEAT_FP	ordinary_lowering|architecture_operation	wyst.a64.architecture-operations|wyst.a64.ordinary-lowering	Rd@0:5:0x1f:0x0|Rn@5:5:0x1f:0x0	none	gpr:rd:32:0+5:zr:none|fp:fn:s:5+5	plain	none	rd:gpr32|fn:fp32	none	none	sha256:f607ec4fdd071bb7b092f3c750e0f9f579f4739e1b35467c908c78f8ce42c298
a64:encoding:fcvtzu-64d-float2int:cb11696208e5a780	a64:instruction_form:fcvtzu-64d-float2int:cb11696208e5a780	a64:semantic:instruction_form:fcvtzu-64d-float2int:cb11696208e5a780	fcvtzu	other	0xfffffc00	0x9e790000	FEAT_FP	ordinary_lowering|architecture_operation	wyst.a64.architecture-operations|wyst.a64.ordinary-lowering	Rd@0:5:0x1f:0x0|Rn@5:5:0x1f:0x0	none	gpr:rd:64:0+5:zr:none|fp:fn:d:5+5	plain	none	rd:gpr64|fn:fp64	none	none	sha256:f607ec4fdd071bb7b092f3c750e0f9f579f4739e1b35467c908c78f8ce42c298
a64:encoding:fcvtzu-64s-float2int:a8f8eab799a0e91a	a64:instruction_form:fcvtzu-64s-float2int:a8f8eab799a0e91a	a64:semantic:instruction_form:fcvtzu-64s-float2int:a8f8eab799a0e91a	fcvtzu	other	0xfffffc00	0x9e390000	FEAT_FP	ordinary_lowering|architecture_operation	wyst.a64.architecture-operations|wyst.a64.ordinary-lowering	Rd@0:5:0x1f:0x0|Rn@5:5:0x1f:0x0	none	gpr:rd:64:0+5:zr:none|fp:fn:s:5+5	plain	none	rd:gpr64|fn:fp32	none	none	sha256:f607ec4fdd071bb7b092f3c750e0f9f579f4739e1b35467c908c78f8ce42c298
a64:encoding:fdiv-asimdsame-only:85ecf453a063c425	a64:instruction_form:fdiv-asimdsame-only:85ecf453a063c425	a64:semantic:instruction_form:fdiv-asimdsame-only:85ecf453a063c425	fdiv	other	0xbfa0fc00	0x2e20fc00	FEAT_AdvSIMD	ordinary_lowering|architecture_operation	wyst.a64.architecture-operations|wyst.a64.ordinary-lowering	Rd@0:5:0x1f:0x0|Rn@5:5:0x1f:0x0|Rm@16:5:0x1f:0x0|sz@22:1:0x1:0x0|Q@30:1:0x1:0x0	none	simd:vd:0+5:22+1,30+1:0=2s,1=4s,3=2d|simd:vn:5+5:22+1,30+1:0=2s,1=4s,3=2d|simd:vm:16+5:22+1,30+1:0=2s,1=4s,3=2d	plain	none	vd:simd|vn:simd|vm:simd	none	none	sha256:bf98b8bcb1ce7073600e82489c120a3ffd1f3310f5e22a2705d8331c1d255755
a64:encoding:fdiv-d-floatdp2:6ea5a1344011a39c	a64:instruction_form:fdiv-d-floatdp2:6ea5a1344011a39c	a64:semantic:instruction_form:fdiv-d-floatdp2:6ea5a1344011a39c	fdiv	other	0xffe0fc00	0x1e601800	FEAT_FP	ordinary_lowering|architecture_operation	wyst.a64.architecture-operations|wyst.a64.ordinary-lowering	Rd@0:5:0x1f:0x0|Rn@5:5:0x1f:0x0|Rm@16:5:0x1f:0x0	none	fp:fd:d:0+5|fp:fn:d:5+5|fp:fm:d:16+5	plain	none	fd:fp64|fn:fp64|fm:fp64	none	none	sha256:f607ec4fdd071bb7b092f3c750e0f9f579f4739e1b35467c908c78f8ce42c298
a64:encoding:fdiv-s-floatdp2:878c61003f2bec8e	a64:instruction_form:fdiv-s-floatdp2:878c61003f2bec8e	a64:semantic:instruction_form:fdiv-s-floatdp2:878c61003f2bec8e	fdiv	other	0xffe0fc00	0x1e201800	FEAT_FP	ordinary_lowering|architecture_operation	wyst.a64.architecture-operations|wyst.a64.ordinary-lowering	Rd@0:5:0x1f:0x0|Rn@5:5:0x1f:0x0|Rm@16:5:0x1f:0x0	none	fp:fd:s:0+5|fp:fn:s:5+5|fp:fm:s:16+5	plain	none	fd:fp32|fn:fp32|fm:fp32	none	none	sha256:f607ec4fdd071bb7b092f3c750e0f9f579f4739e1b35467c908c78f8ce42c298
a64:encoding:fmadd-d-floatdp3:e47382cb80efc8b6	a64:instruction_form:fmadd-d-floatdp3:e47382cb80efc8b6	a64:semantic:instruction_form:fmadd-d-floatdp3:e47382cb80efc8b6	fmadd	other	0xffe08000	0x1f400000	FEAT_FP	ordinary_lowering|architecture_operation	wyst.a64.architecture-operations|wyst.a64.ordinary-lowering	Rd@0:5:0x1f:0x0|Rn@5:5:0x1f:0x0|Ra@10:5:0x1f:0x0|Rm@16:5:0x1f:0x0	none	fp:fd:d:0+5|fp:fn:d:5+5|fp:fm:d:16+5|fp:fa:d:10+5	plain	none	fd:fp64|fn:fp64|fm:fp64|fa:fp64	none	none	sha256:f607ec4fdd071bb7b092f3c750e0f9f579f4739e1b35467c908c78f8ce42c298
a64:encoding:fmadd-s-floatdp3:d156b3bad7b35ef8	a64:instruction_form:fmadd-s-floatdp3:d156b3bad7b35ef8	a64:semantic:instruction_form:fmadd-s-floatdp3:d156b3bad7b35ef8	fmadd	other	0xffe08000	0x1f000000	FEAT_FP	ordinary_lowering|architecture_operation	wyst.a64.architecture-operations|wyst.a64.ordinary-lowering	Rd@0:5:0x1f:0x0|Rn@5:5:0x1f:0x0|Ra@10:5:0x1f:0x0|Rm@16:5:0x1f:0x0	none	fp:fd:s:0+5|fp:fn:s:5+5|fp:fm:s:16+5|fp:fa:s:10+5	plain	none	fd:fp32|fn:fp32|fm:fp32|fa:fp32	none	none	sha256:f607ec4fdd071bb7b092f3c750e0f9f579f4739e1b35467c908c78f8ce42c298
a64:encoding:fmov-32s-float2int:47f040d2d0e44d1c	a64:instruction_form:fmov-32s-float2int:47f040d2d0e44d1c	a64:semantic:instruction_form:fmov-32s-float2int:47f040d2d0e44d1c	fmov	other	0xfffffc00	0x1e260000	FEAT_FP	ordinary_lowering|architecture_operation	wyst.a64.architecture-operations|wyst.a64.ordinary-lowering	Rd@0:5:0x1f:0x0|Rn@5:5:0x1f:0x0	none	gpr:rd:32:0+5:zr:none|fp:fn:s:5+5	plain	none	rd:gpr32|fn:fp32	none	none	sha256:f607ec4fdd071bb7b092f3c750e0f9f579f4739e1b35467c908c78f8ce42c298
a64:encoding:fmov-64d-float2int:833d0b1e0a16cb02	a64:instruction_form:fmov-64d-float2int:833d0b1e0a16cb02	a64:semantic:instruction_form:fmov-64d-float2int:833d0b1e0a16cb02	fmov	other	0xfffffc00	0x9e660000	FEAT_FP	ordinary_lowering|architecture_operation	wyst.a64.architecture-operations|wyst.a64.ordinary-lowering	Rd@0:5:0x1f:0x0|Rn@5:5:0x1f:0x0	none	gpr:rd:64:0+5:zr:none|fp:fn:d:5+5	plain	none	rd:gpr64|fn:fp64	none	none	sha256:f607ec4fdd071bb7b092f3c750e0f9f579f4739e1b35467c908c78f8ce42c298
a64:encoding:fmsub-d-floatdp3:2a6017ffd914bc17	a64:instruction_form:fmsub-d-floatdp3:2a6017ffd914bc17	a64:semantic:instruction_form:fmsub-d-floatdp3:2a6017ffd914bc17	fmsub	other	0xffe08000	0x1f408000	FEAT_FP	ordinary_lowering|architecture_operation	wyst.a64.architecture-operations|wyst.a64.ordinary-lowering	Rd@0:5:0x1f:0x0|Rn@5:5:0x1f:0x0|Ra@10:5:0x1f:0x0|Rm@16:5:0x1f:0x0	none	fp:fd:d:0+5|fp:fn:d:5+5|fp:fm:d:16+5|fp:fa:d:10+5	plain	none	fd:fp64|fn:fp64|fm:fp64|fa:fp64	none	none	sha256:f607ec4fdd071bb7b092f3c750e0f9f579f4739e1b35467c908c78f8ce42c298
a64:encoding:fmsub-s-floatdp3:46988ab2ef6a71df	a64:instruction_form:fmsub-s-floatdp3:46988ab2ef6a71df	a64:semantic:instruction_form:fmsub-s-floatdp3:46988ab2ef6a71df	fmsub	other	0xffe08000	0x1f008000	FEAT_FP	ordinary_lowering|architecture_operation	wyst.a64.architecture-operations|wyst.a64.ordinary-lowering	Rd@0:5:0x1f:0x0|Rn@5:5:0x1f:0x0|Ra@10:5:0x1f:0x0|Rm@16:5:0x1f:0x0	none	fp:fd:s:0+5|fp:fn:s:5+5|fp:fm:s:16+5|fp:fa:s:10+5	plain	none	fd:fp32|fn:fp32|fm:fp32|fa:fp32	none	none	sha256:f607ec4fdd071bb7b092f3c750e0f9f579f4739e1b35467c908c78f8ce42c298
a64:encoding:fmul-asimdsame-only:209fa372c22966da	a64:instruction_form:fmul-asimdsame-only:209fa372c22966da	a64:semantic:instruction_form:fmul-asimdsame-only:209fa372c22966da	fmul	other	0xbfa0fc00	0x2e20dc00	FEAT_AdvSIMD	ordinary_lowering|architecture_operation	wyst.a64.architecture-operations|wyst.a64.ordinary-lowering	Rd@0:5:0x1f:0x0|Rn@5:5:0x1f:0x0|Rm@16:5:0x1f:0x0|sz@22:1:0x1:0x0|Q@30:1:0x1:0x0	none	simd:vd:0+5:22+1,30+1:0=2s,1=4s,3=2d|simd:vn:5+5:22+1,30+1:0=2s,1=4s,3=2d|simd:vm:16+5:22+1,30+1:0=2s,1=4s,3=2d	plain	none	vd:simd|vn:simd|vm:simd	none	none	sha256:bf98b8bcb1ce7073600e82489c120a3ffd1f3310f5e22a2705d8331c1d255755
a64:encoding:fmul-d-floatdp2:81ac5ca0aaed4f2e	a64:instruction_form:fmul-d-floatdp2:81ac5ca0aaed4f2e	a64:semantic:instruction_form:fmul-d-floatdp2:81ac5ca0aaed4f2e	fmul	other	0xffe0fc00	0x1e600800	FEAT_FP	ordinary_lowering|architecture_operation	wyst.a64.architecture-operations|wyst.a64.ordinary-lowering	Rd@0:5:0x1f:0x0|Rn@5:5:0x1f:0x0|Rm@16:5:0x1f:0x0	none	fp:fd:d:0+5|fp:fn:d:5+5|fp:fm:d:16+5	plain	none	fd:fp64|fn:fp64|fm:fp64	none	none	sha256:f607ec4fdd071bb7b092f3c750e0f9f579f4739e1b35467c908c78f8ce42c298
a64:encoding:fmul-s-floatdp2:ea684145e7024373	a64:instruction_form:fmul-s-floatdp2:ea684145e7024373	a64:semantic:instruction_form:fmul-s-floatdp2:ea684145e7024373	fmul	other	0xffe0fc00	0x1e200800	FEAT_FP	ordinary_lowering|architecture_operation	wyst.a64.architecture-operations|wyst.a64.ordinary-lowering	Rd@0:5:0x1f:0x0|Rn@5:5:0x1f:0x0|Rm@16:5:0x1f:0x0	none	fp:fd:s:0+5|fp:fn:s:5+5|fp:fm:s:16+5	plain	none	fd:fp32|fn:fp32|fm:fp32	none	none	sha256:f607ec4fdd071bb7b092f3c750e0f9f579f4739e1b35467c908c78f8ce42c298
a64:encoding:fneg-asimdmisc-r:703812f8a083be9f	a64:instruction_form:fneg-asimdmisc-r:703812f8a083be9f	a64:semantic:instruction_form:fneg-asimdmisc-r:703812f8a083be9f	fneg	other	0xbfbffc00	0x2ea0f800	FEAT_AdvSIMD	ordinary_lowering|architecture_operation	wyst.a64.architecture-operations|wyst.a64.ordinary-lowering	Rd@0:5:0x1f:0x0|Rn@5:5:0x1f:0x0|sz@22:1:0x1:0x0|Q@30:1:0x1:0x0	none	simd:vd:0+5:22+1,30+1:0=2s,1=4s,3=2d|simd:vn:5+5:22+1,30+1:0=2s,1=4s,3=2d	plain	none	vd:simd|vn:simd	none	none	sha256:bf98b8bcb1ce7073600e82489c120a3ffd1f3310f5e22a2705d8331c1d255755
a64:encoding:fneg-d-floatdp1:54ab6f0b78b01d2f	a64:instruction_form:fneg-d-floatdp1:54ab6f0b78b01d2f	a64:semantic:instruction_form:fneg-d-floatdp1:54ab6f0b78b01d2f	fneg	other	0xfffffc00	0x1e614000	FEAT_FP	ordinary_lowering|architecture_operation	wyst.a64.architecture-operations|wyst.a64.ordinary-lowering	Rd@0:5:0x1f:0x0|Rn@5:5:0x1f:0x0	none	fp:fd:d:0+5|fp:fn:d:5+5	plain	none	fd:fp64|fn:fp64	none	none	sha256:f607ec4fdd071bb7b092f3c750e0f9f579f4739e1b35467c908c78f8ce42c298
a64:encoding:fneg-s-floatdp1:a2e0c9a1f445a617	a64:instruction_form:fneg-s-floatdp1:a2e0c9a1f445a617	a64:semantic:instruction_form:fneg-s-floatdp1:a2e0c9a1f445a617	fneg	other	0xfffffc00	0x1e214000	FEAT_FP	ordinary_lowering|architecture_operation	wyst.a64.architecture-operations|wyst.a64.ordinary-lowering	Rd@0:5:0x1f:0x0|Rn@5:5:0x1f:0x0	none	fp:fd:s:0+5|fp:fn:s:5+5	plain	none	fd:fp32|fn:fp32	none	none	sha256:f607ec4fdd071bb7b092f3c750e0f9f579f4739e1b35467c908c78f8ce42c298
a64:encoding:fsqrt-asimdmisc-r:26369062d80bfabc	a64:instruction_form:fsqrt-asimdmisc-r:26369062d80bfabc	a64:semantic:instruction_form:fsqrt-asimdmisc-r:26369062d80bfabc	fsqrt	other	0xbfbffc00	0x2ea1f800	FEAT_AdvSIMD	ordinary_lowering|architecture_operation	wyst.a64.architecture-operations|wyst.a64.ordinary-lowering	Rd@0:5:0x1f:0x0|Rn@5:5:0x1f:0x0|sz@22:1:0x1:0x0|Q@30:1:0x1:0x0	none	simd:vd:0+5:22+1,30+1:0=2s,1=4s,3=2d|simd:vn:5+5:22+1,30+1:0=2s,1=4s,3=2d	plain	none	vd:simd|vn:simd	none	none	sha256:bf98b8bcb1ce7073600e82489c120a3ffd1f3310f5e22a2705d8331c1d255755
a64:encoding:fsub-asimdsame-only:fa924ed4cc828bfb	a64:instruction_form:fsub-asimdsame-only:fa924ed4cc828bfb	a64:semantic:instruction_form:fsub-asimdsame-only:fa924ed4cc828bfb	fsub	other	0xbfa0fc00	0x0ea0d400	FEAT_AdvSIMD	ordinary_lowering|architecture_operation	wyst.a64.architecture-operations|wyst.a64.ordinary-lowering	Rd@0:5:0x1f:0x0|Rn@5:5:0x1f:0x0|Rm@16:5:0x1f:0x0|sz@22:1:0x1:0x0|Q@30:1:0x1:0x0	none	simd:vd:0+5:22+1,30+1:0=2s,1=4s,3=2d|simd:vn:5+5:22+1,30+1:0=2s,1=4s,3=2d|simd:vm:16+5:22+1,30+1:0=2s,1=4s,3=2d	plain	none	vd:simd|vn:simd|vm:simd	none	none	sha256:bf98b8bcb1ce7073600e82489c120a3ffd1f3310f5e22a2705d8331c1d255755
a64:encoding:fsub-d-floatdp2:9b327a983ae77a84	a64:instruction_form:fsub-d-floatdp2:9b327a983ae77a84	a64:semantic:instruction_form:fsub-d-floatdp2:9b327a983ae77a84	fsub	other	0xffe0fc00	0x1e603800	FEAT_FP	ordinary_lowering|architecture_operation	wyst.a64.architecture-operations|wyst.a64.ordinary-lowering	Rd@0:5:0x1f:0x0|Rn@5:5:0x1f:0x0|Rm@16:5:0x1f:0x0	none	fp:fd:d:0+5|fp:fn:d:5+5|fp:fm:d:16+5	plain	none	fd:fp64|fn:fp64|fm:fp64	none	none	sha256:f607ec4fdd071bb7b092f3c750e0f9f579f4739e1b35467c908c78f8ce42c298
a64:encoding:fsub-s-floatdp2:5551f1220b46e71e	a64:instruction_form:fsub-s-floatdp2:5551f1220b46e71e	a64:semantic:instruction_form:fsub-s-floatdp2:5551f1220b46e71e	fsub	other	0xffe0fc00	0x1e203800	FEAT_FP	ordinary_lowering|architecture_operation	wyst.a64.architecture-operations|wyst.a64.ordinary-lowering	Rd@0:5:0x1f:0x0|Rn@5:5:0x1f:0x0|Rm@16:5:0x1f:0x0	none	fp:fd:s:0+5|fp:fn:s:5+5|fp:fm:s:16+5	plain	none	fd:fp32|fn:fp32|fm:fp32	none	none	sha256:f607ec4fdd071bb7b092f3c750e0f9f579f4739e1b35467c908c78f8ce42c298
a64:encoding:hlt-ex-exception:c1e067d4a0304a0c	a64:instruction_form:hlt-ex-exception:c1e067d4a0304a0c	a64:semantic:instruction_form:hlt-ex-exception:c1e067d4a0304a0c	hlt	other	0xffe0001f	0xd4400000	base	ordinary_lowering|architecture_operation	wyst.a64.architecture-operations|wyst.a64.ordinary-lowering	imm16@5:16:0xffff:0x0	none	uimm:imm16:5+16:1	plain	none	imm16:u16	none	none	sha256:3f3e8c0ebb34eeb59b973d8c6b666af50137c2d7825c63003348002d7b0a1d8f
a64:encoding:hvc-ex-exception:9f10adcfe451b48d	a64:instruction_form:hvc-ex-exception:9f10adcfe451b48d	a64:semantic:instruction_form:hvc-ex-exception:9f10adcfe451b48d	hvc	other	0xffe0001f	0xd4000002	base	ordinary_lowering|architecture_operation	wyst.a64.architecture-operations|wyst.a64.ordinary-lowering	imm16@5:16:0xffff:0x0	none	uimm:imm16:5+16:1	plain	none	imm16:u16	none	none	sha256:3f3e8c0ebb34eeb59b973d8c6b666af50137c2d7825c63003348002d7b0a1d8f
a64:encoding:isb-bi-barriers:4a5d09041cb0d0ce	a64:instruction_form:isb-bi-barriers:4a5d09041cb0d0ce	a64:semantic:instruction_form:isb-bi-barriers:4a5d09041cb0d0ce	isb	system	0xfffff0ff	0xd50330df	base	ordinary_lowering|architecture_operation	wyst.a64.architecture-operations|wyst.a64.ordinary-lowering	CRm@8:4:0xf:0x0	none	uimm:hidden:8+4:1	plain	none	none	none	none	sha256:3f3e8c0ebb34eeb59b973d8c6b666af50137c2d7825c63003348002d7b0a1d8f
a64:encoding:ldadd-32-memop:212a33fb996e9f19	a64:instruction_form:ldadd-32-memop:212a33fb996e9f19	a64:semantic:instruction_form:ldadd-32-memop:212a33fb996e9f19	ldadd	load-store	0xffe0fc00	0xb8200000	FEAT_LSE	ordinary_lowering|architecture_operation	wyst.a64.architecture-operations|wyst.a64.ordinary-lowering	Rt@0:5:0x1f:0x0|Rn@5:5:0x1f:0x0|Rs@16:5:0x1f:0x0	none	gpr:rs_value:32:16+5:zr:none|gpr:rt_prior:32:0+5:zr:none|address:rn:5+5:sp	memory_base	none	rs_value:gpr32|rt_prior:gpr32|rn:address	rn=xn_or_sp;rn31=sp;rs_value=wt_or_wzr;rs_value31=constant_zero_from_wzr;rt_prior=wt_or_wzr;rt_prior31=discarded_write_to_wzr	none	sha256:78acc79118ff687b37748262e911b262e2ded1da7f09bbc93500099b7a564bba
a64:encoding:ldadd-64-memop:edacab8579b9e91e	a64:instruction_form:ldadd-64-memop:edacab8579b9e91e	a64:semantic:instruction_form:ldadd-64-memop:edacab8579b9e91e	ldadd	load-store	0xffe0fc00	0xf8200000	FEAT_LSE	ordinary_lowering|architecture_operation	wyst.a64.architecture-operations|wyst.a64.ordinary-lowering	Rt@0:5:0x1f:0x0|Rn@5:5:0x1f:0x0|Rs@16:5:0x1f:0x0	none	gpr:rs_value:64:16+5:zr:none|gpr:rt_prior:64:0+5:zr:none|address:rn:5+5:sp	memory_base	none	rs_value:gpr64|rt_prior:gpr64|rn:address	rn=xn_or_sp;rn31=sp;rs_value=xt_or_xzr;rs_value31=constant_zero_from_xzr;rt_prior=xt_or_xzr;rt_prior31=discarded_write_to_xzr	none	sha256:78acc79118ff687b37748262e911b262e2ded1da7f09bbc93500099b7a564bba
a64:encoding:ldadda-32-memop:4a3912677efc1486	a64:instruction_form:ldadda-32-memop:4a3912677efc1486	a64:semantic:instruction_form:ldadda-32-memop:4a3912677efc1486	ldadda	load-store	0xffe0fc00	0xb8a00000	FEAT_LSE	ordinary_lowering|architecture_operation	wyst.a64.architecture-operations|wyst.a64.ordinary-lowering	Rt@0:5:0x1f:0x0|Rn@5:5:0x1f:0x0|Rs@16:5:0x1f:0x0	none	gpr:rs_value:32:16+5:zr:none|gpr:rt_prior:32:0+5:zr:none|address:rn:5+5:sp	memory_base	none	rs_value:gpr32|rt_prior:gpr32|rn:address	rn=xn_or_sp;rn31=sp;rs_value=wt_or_wzr;rs_value31=constant_zero_from_wzr;rt_prior=wt_or_wzr;rt_prior31=discarded_write_to_wzr	none	sha256:78acc79118ff687b37748262e911b262e2ded1da7f09bbc93500099b7a564bba
a64:encoding:ldadda-64-memop:4af9ebfbc15e912f	a64:instruction_form:ldadda-64-memop:4af9ebfbc15e912f	a64:semantic:instruction_form:ldadda-64-memop:4af9ebfbc15e912f	ldadda	load-store	0xffe0fc00	0xf8a00000	FEAT_LSE	ordinary_lowering|architecture_operation	wyst.a64.architecture-operations|wyst.a64.ordinary-lowering	Rt@0:5:0x1f:0x0|Rn@5:5:0x1f:0x0|Rs@16:5:0x1f:0x0	none	gpr:rs_value:64:16+5:zr:none|gpr:rt_prior:64:0+5:zr:none|address:rn:5+5:sp	memory_base	none	rs_value:gpr64|rt_prior:gpr64|rn:address	rn=xn_or_sp;rn31=sp;rs_value=xt_or_xzr;rs_value31=constant_zero_from_xzr;rt_prior=xt_or_xzr;rt_prior31=discarded_write_to_xzr	none	sha256:78acc79118ff687b37748262e911b262e2ded1da7f09bbc93500099b7a564bba
a64:encoding:ldaddab-32-memop:64b6f5310292b3a8	a64:instruction_form:ldaddab-32-memop:64b6f5310292b3a8	a64:semantic:instruction_form:ldaddab-32-memop:64b6f5310292b3a8	ldaddab	load-store	0xffe0fc00	0x38a00000	FEAT_LSE	ordinary_lowering|architecture_operation	wyst.a64.architecture-operations|wyst.a64.ordinary-lowering	Rt@0:5:0x1f:0x0|Rn@5:5:0x1f:0x0|Rs@16:5:0x1f:0x0	none	gpr:rs_value:32:16+5:zr:none|gpr:rt_prior:32:0+5:zr:none|address:rn:5+5:sp	memory_base	none	rs_value:gpr32|rt_prior:gpr32|rn:address	rn=xn_or_sp;rn31=sp;rs_value=wt_or_wzr;rs_value31=constant_zero_from_wzr;rt_prior=wt_or_wzr;rt_prior31=discarded_write_to_wzr	none	sha256:78acc79118ff687b37748262e911b262e2ded1da7f09bbc93500099b7a564bba
a64:encoding:ldaddah-32-memop:39e9108e317f3452	a64:instruction_form:ldaddah-32-memop:39e9108e317f3452	a64:semantic:instruction_form:ldaddah-32-memop:39e9108e317f3452	ldaddah	load-store	0xffe0fc00	0x78a00000	FEAT_LSE	ordinary_lowering|architecture_operation	wyst.a64.architecture-operations|wyst.a64.ordinary-lowering	Rt@0:5:0x1f:0x0|Rn@5:5:0x1f:0x0|Rs@16:5:0x1f:0x0	none	gpr:rs_value:32:16+5:zr:none|gpr:rt_prior:32:0+5:zr:none|address:rn:5+5:sp	memory_base	none	rs_value:gpr32|rt_prior:gpr32|rn:address	rn=xn_or_sp;rn31=sp;rs_value=wt_or_wzr;rs_value31=constant_zero_from_wzr;rt_prior=wt_or_wzr;rt_prior31=discarded_write_to_wzr	none	sha256:78acc79118ff687b37748262e911b262e2ded1da7f09bbc93500099b7a564bba
a64:encoding:ldaddal-32-memop:98ee9adaeaea0636	a64:instruction_form:ldaddal-32-memop:98ee9adaeaea0636	a64:semantic:instruction_form:ldaddal-32-memop:98ee9adaeaea0636	ldaddal	load-store	0xffe0fc00	0xb8e00000	FEAT_LSE	ordinary_lowering|architecture_operation	wyst.a64.architecture-operations|wyst.a64.ordinary-lowering	Rt@0:5:0x1f:0x0|Rn@5:5:0x1f:0x0|Rs@16:5:0x1f:0x0	none	gpr:rs_value:32:16+5:zr:none|gpr:rt_prior:32:0+5:zr:none|address:rn:5+5:sp	memory_base	none	rs_value:gpr32|rt_prior:gpr32|rn:address	rn=xn_or_sp;rn31=sp;rs_value=wt_or_wzr;rs_value31=constant_zero_from_wzr;rt_prior=wt_or_wzr;rt_prior31=discarded_write_to_wzr	none	sha256:78acc79118ff687b37748262e911b262e2ded1da7f09bbc93500099b7a564bba
a64:encoding:ldaddal-64-memop:af1d93d1538d02d9	a64:instruction_form:ldaddal-64-memop:af1d93d1538d02d9	a64:semantic:instruction_form:ldaddal-64-memop:af1d93d1538d02d9	ldaddal	load-store	0xffe0fc00	0xf8e00000	FEAT_LSE	ordinary_lowering|architecture_operation	wyst.a64.architecture-operations|wyst.a64.ordinary-lowering	Rt@0:5:0x1f:0x0|Rn@5:5:0x1f:0x0|Rs@16:5:0x1f:0x0	none	gpr:rs_value:64:16+5:zr:none|gpr:rt_prior:64:0+5:zr:none|address:rn:5+5:sp	memory_base	none	rs_value:gpr64|rt_prior:gpr64|rn:address	rn=xn_or_sp;rn31=sp;rs_value=xt_or_xzr;rs_value31=constant_zero_from_xzr;rt_prior=xt_or_xzr;rt_prior31=discarded_write_to_xzr	none	sha256:78acc79118ff687b37748262e911b262e2ded1da7f09bbc93500099b7a564bba
a64:encoding:ldaddalb-32-memop:de918816c94caac2	a64:instruction_form:ldaddalb-32-memop:de918816c94caac2	a64:semantic:instruction_form:ldaddalb-32-memop:de918816c94caac2	ldaddalb	load-store	0xffe0fc00	0x38e00000	FEAT_LSE	ordinary_lowering|architecture_operation	wyst.a64.architecture-operations|wyst.a64.ordinary-lowering	Rt@0:5:0x1f:0x0|Rn@5:5:0x1f:0x0|Rs@16:5:0x1f:0x0	none	gpr:rs_value:32:16+5:zr:none|gpr:rt_prior:32:0+5:zr:none|address:rn:5+5:sp	memory_base	none	rs_value:gpr32|rt_prior:gpr32|rn:address	rn=xn_or_sp;rn31=sp;rs_value=wt_or_wzr;rs_value31=constant_zero_from_wzr;rt_prior=wt_or_wzr;rt_prior31=discarded_write_to_wzr	none	sha256:78acc79118ff687b37748262e911b262e2ded1da7f09bbc93500099b7a564bba
a64:encoding:ldaddalh-32-memop:6cb7bfa7d4492357	a64:instruction_form:ldaddalh-32-memop:6cb7bfa7d4492357	a64:semantic:instruction_form:ldaddalh-32-memop:6cb7bfa7d4492357	ldaddalh	load-store	0xffe0fc00	0x78e00000	FEAT_LSE	ordinary_lowering|architecture_operation	wyst.a64.architecture-operations|wyst.a64.ordinary-lowering	Rt@0:5:0x1f:0x0|Rn@5:5:0x1f:0x0|Rs@16:5:0x1f:0x0	none	gpr:rs_value:32:16+5:zr:none|gpr:rt_prior:32:0+5:zr:none|address:rn:5+5:sp	memory_base	none	rs_value:gpr32|rt_prior:gpr32|rn:address	rn=xn_or_sp;rn31=sp;rs_value=wt_or_wzr;rs_value31=constant_zero_from_wzr;rt_prior=wt_or_wzr;rt_prior31=discarded_write_to_wzr	none	sha256:78acc79118ff687b37748262e911b262e2ded1da7f09bbc93500099b7a564bba
a64:encoding:ldaddb-32-memop:1f78e7a1b8cc8cdd	a64:instruction_form:ldaddb-32-memop:1f78e7a1b8cc8cdd	a64:semantic:instruction_form:ldaddb-32-memop:1f78e7a1b8cc8cdd	ldaddb	load-store	0xffe0fc00	0x38200000	FEAT_LSE	ordinary_lowering|architecture_operation	wyst.a64.architecture-operations|wyst.a64.ordinary-lowering	Rt@0:5:0x1f:0x0|Rn@5:5:0x1f:0x0|Rs@16:5:0x1f:0x0	none	gpr:rs_value:32:16+5:zr:none|gpr:rt_prior:32:0+5:zr:none|address:rn:5+5:sp	memory_base	none	rs_value:gpr32|rt_prior:gpr32|rn:address	rn=xn_or_sp;rn31=sp;rs_value=wt_or_wzr;rs_value31=constant_zero_from_wzr;rt_prior=wt_or_wzr;rt_prior31=discarded_write_to_wzr	none	sha256:78acc79118ff687b37748262e911b262e2ded1da7f09bbc93500099b7a564bba
