// kind	identity	member	import_policy	role	generic_arity	storage_contract	operation_contract	bundled_source	surface_digest	state
declaration	core.checked	AddressOverflowFailure	whole-private-direct	ordinary-struct	0	wyst.checked.address-overflow	-	wync/core/checked.wyst	v1:62ad6a4f1faf41ccbdbfa77b6c5d63e254f832c3d7146e9f7a60589f1ecfbfbb	implemented
declaration	core.checked	ElementAddressOverflowFailure	whole-private-direct	ordinary-struct	0	wyst.checked.element-address-overflow	-	wync/core/checked.wyst	v1:c5df2caaf2fb0070aa76e1363c302cf6c0926fd0f4ad6c2fba398c51d20374bb	implemented
declaration	core.checked	AddressAlignmentFailure	whole-private-direct	ordinary-struct	0	wyst.checked.address-alignment	-	wync/core/checked.wyst	v1:4e31e13c0c49f0bce7912d084dd751d173c970733d539e5e9f0f20430d52bfa2	implemented
declaration	core.checked	AddressOffsetFailure	whole-private-direct	ordinary-enum	0	wyst.checked.address-offset-failure	-	wync/core/checked.wyst	v1:961b5be54e660dd32606c0790328d18ff21d8691b15973938a63ad7d47280f19	implemented
declaration	core.checked	ElementAddressOffsetFailure	whole-private-direct	ordinary-enum	0	wyst.checked.element-address-offset-failure	-	wync/core/checked.wyst	v1:217bd8749d6b26432c04cc7a3d80d0972045a02d7701ce84887177264e6c0ff4	implemented
declaration	core.checked	AlignmentFailure	whole-private-direct	ordinary-struct	0	wyst.checked.alignment-failure	-	wync/core/checked.wyst	v1:58ee8ce1966f38d377357809bba328c5c8afe55ebcabf9be84cf5e7b8135ae91	implemented
declaration	core.checked	AlignOverflowFailure	whole-private-direct	ordinary-struct	0	wyst.checked.align-overflow	-	wync/core/checked.wyst	v1:515eed177e719ef4e7f9a6a23d085674217e4cdf1bcc7f6bcb4cbfddb585da38	implemented
declaration	core.checked	AddressAlignOverflowFailure	whole-private-direct	ordinary-struct	0	wyst.checked.address-align-overflow	-	wync/core/checked.wyst	v1:9979177b3eb49a787882c5e4ab479940a8576ff52603a8ee3dbf56f8b7878bc2	implemented
declaration	core.checked	PhysicalAlignOverflowFailure	whole-private-direct	ordinary-struct	0	wyst.checked.physical-align-overflow	-	wync/core/checked.wyst	v1:6cbb348a181f925a858aaa65e80557a33c6c84bdc66b6a347b14f36b87567cb8	implemented
declaration	core.checked	ByteExtentFailure	whole-private-direct	ordinary-struct	0	wyst.checked.byte-extent-failure	-	wync/core/checked.wyst	v1:012c8b026aea6cd9c2b830f8fa3a733beb415029f582aad5782eb6317f8f8e4f	implemented
declaration	core.checked	ElementExtentFailure	whole-private-direct	ordinary-struct	0	wyst.checked.element-extent-failure	-	wync/core/checked.wyst	v1:84d4f371ecf11bb616fcf02142130d299830f7cdbf5f6e080e2fa60d9583e2d9	implemented
declaration	core.checked	ExternalSliceFailure	whole-private-direct	ordinary-enum	0	wyst.checked.external-slice-failure	-	wync/core/checked.wyst	v1:c9fd453e92db1d2ca83785d7aa96b3fd89121d87f84bca78c2faf7db445f55ae	implemented
declaration	core.checked	ContainmentFailure	whole-private-direct	ordinary-struct	0	wyst.checked.containment-failure	-	wync/core/checked.wyst	v1:adf395fddc399f52c663d325eb1d85085406e0a1493d34e9c9269cd709c1c86a	implemented
declaration	core.checked	ElementContainmentFailure	whole-private-direct	ordinary-struct	0	wyst.checked.element-containment-failure	-	wync/core/checked.wyst	v1:ef6d3af6a043e7743347df4514c8ff58ce7dbd8580274ea48b642f327ffd138a	implemented
declaration	core.checked	FieldEncodingFailure	whole-private-direct	ordinary-struct	0	wyst.checked.field-encoding-failure	-	wync/core/checked.wyst	v1:c614b810b15ebe438c611619dff6de006af633533b0bd16b91430e79a83a2ba1	implemented
declaration	core.checked	GenerationMismatch	whole-private-direct	ordinary-struct	0	wyst.checked.generation-mismatch	-	wync/core/checked.wyst	v1:3c983906c4aecd3c01fc5816e2ab1d3e6d09005829bc3ff2a0c13b549ed12869	implemented
declaration	core.checked	GenerationExhausted	whole-private-direct	ordinary-struct	0	wyst.checked.generation-exhausted	-	wync/core/checked.wyst	v1:8eeb468b9572959278b8a169cdd5b8d433382a3372ff5cb6c1ec2059b444d940	implemented
declaration	core.storage	StorageUse	whole|selective|public	ordinary-enum	0	wyst.storage.use	-	wync/core/storage/fixed_buffer.wyst	v1:404b6eb2d60b7f57deec8849f60109c2e0616185d6f8962108a4e1b29423d7e2	implemented
declaration	core.storage	InitializationEvidence	whole|selective|public	ordinary-enum	0	wyst.storage.initialization-evidence	-	wync/core/storage/fixed_buffer.wyst	v1:98afc9121e78a501b78799a962a2697134162819ea2536ec840203d81521a327	implemented
declaration	core.storage	StorageIdentity	whole|selective|public	opaque-struct	0	wyst.storage.identity	-	wync/core/storage/fixed_buffer.wyst	v1:866ce4feb04141c151b969f311983cbf11bd8126215fb8502a42036c9e89ec56	implemented
declaration	core.storage	DirectReserveFailure	whole|selective|public	ordinary-enum	0	wyst.storage.direct-reserve-failure	-	wync/core/storage/fixed_buffer.wyst	v1:d56cdecd102ab81532e386b984bf8a440937d892e88ddc097b1bae2dc3a82769	implemented
declaration	core.storage	FixedBufferAttachFailure	whole|selective|public	ordinary-enum	0	wyst.storage.fixed-buffer-attach-failure	-	wync/core/storage/fixed_buffer.wyst	v1:26ffd92c1033a4ad98ba53426967e520cf0ef1540ab4918c1c145ffabeb42dea	implemented
declaration	core.storage	InitializationFailure	whole|selective|public	ordinary-enum	0	wyst.storage.initialization-failure	-	wync/core/storage/fixed_buffer.wyst	v1:846b22cf1760d26e4afbd51fa1bbd37cdd23b9426fb20d52fe8a3ecb9e6c1017	implemented
declaration	core.storage	FixedBuffer	whole|selective|public	opaque-struct	0	wyst.storage.fixed-buffer	-	wync/core/storage/fixed_buffer.wyst	v1:b9c7a5528c87fb8629b5d99b7cadd86f6b03690b58469174268225f244c69b32	implemented
declaration	core.storage	DestinationReservation	whole|selective|public	opaque-struct	0	wyst.storage.destination-reservation	-	wync/core/storage/fixed_buffer.wyst	v1:ebd12d14b6cb9d8627e1be6fcddb81009cce443045dd2060e0657f14f9055669	implemented
declaration	core.storage	InitializedDestination	whole|selective|public	opaque-struct	0	wyst.storage.initialized-destination	-	wync/core/storage/fixed_buffer.wyst	v1:73b7c435b7c3e13322c55ffd8a1fd72c8057e3f4f45d043b2d5d11b89d1bc90c	implemented
declaration	core.storage	WrittenRegion	whole|selective|public	opaque-struct	0	wyst.storage.written-region	-	wync/core/storage/fixed_buffer.wyst	v1:dfb3fe58caeac8c9b9b37dccbe79f592b78316b232e9453dc96a5528d82818bd	implemented
declaration	core.storage	DestinationInitializationRejected	whole|selective|public	ordinary-struct	0	wyst.storage.destination-initialization-rejected	-	wync/core/storage/fixed_buffer.wyst	v1:09766cd9532a333fbb79b8d4a83c3c60fec930ce2a8ad34626555cb6bb83d318	implemented
declaration	core.storage	storage_identity_bits	whole|selective|public	ordinary-function	0	-	wyst.storage.projection	wync/core/storage/fixed_buffer.wyst	v1:bfebb6cbf1a2e623b643f3788b6a904d5258ff29db011d7929fc1bb686c56022	implemented
declaration	core.storage	fixed_buffer_capacity	whole|selective|public	ordinary-function	0	-	wyst.storage.projection	wync/core/storage/fixed_buffer.wyst	v1:d3e1243e0f96b998150490ccf1d9b65a71526f3f75abbe69ec8e8cc1ffa96aa0	implemented
declaration	core.storage	fixed_buffer_identity	whole|selective|public	ordinary-function	0	-	wyst.storage.projection	wync/core/storage/fixed_buffer.wyst	v1:bf68c80e538e6c1b4a4369f52b597e54d50b98a1f49934291cc0902ff26c1d11	implemented
declaration	core.storage	fixed_buffer_generation	whole|selective|public	ordinary-function	0	-	wyst.storage.projection	wync/core/storage/fixed_buffer.wyst	v1:1a997d30f784de66c0bfce8c7942f2228d4fd1238ad6c3351e1ea26fcb0cdd65	implemented
declaration	core.storage	fixed_buffer_storage_use	whole|selective|public	ordinary-function	0	-	wyst.storage.projection	wync/core/storage/fixed_buffer.wyst	v1:99ef5e0aff49552b8d4650630f7f399935d5a73020ecfa98098448747f33f689	implemented
declaration	core.storage	FixedBuffer.attach	whole|selective|public	ordinary-function	0	-	wyst.storage.fixed-buffer.attach	wync/core/storage/fixed_buffer.wyst	v1:711c81b8fd73525ed0ab1baa340fc9d0f971b1c17a04582871ad4778eba400ff	implemented
declaration	core.storage	fixed_buffer_reclassify	whole|selective|public	ordinary-function	0	-	wyst.storage.fixed-buffer.reclassify	wync/core/storage/fixed_buffer.wyst	v1:a48583070f5e132c7154ef5cfa9c9127a18d26d48f3d79760111b47931a5570d	implemented
declaration	core.storage	fixed_buffer_close	whole|selective|public	ordinary-function	0	-	wyst.storage.fixed-buffer.close	wync/core/storage/fixed_buffer.wyst	v1:794f79d1285f4c4679d4ba3ef828efebaaa990515cdab0a6ecbd9d1823a93031	implemented
declaration	core.storage	FixedBuffer.reserve	whole|selective|public	ordinary-function	0	-	wyst.storage.fixed-buffer.reserve	wync/core/storage/fixed_buffer.wyst	v1:0f1cf5eaa66f78489022b2e9a8115f899b081c736e85c28a049bd2c5e25a8ce5	implemented
declaration	core.storage	destination_initialize_zero	whole|selective|public	ordinary-function	0	-	wyst.storage.destination.zero	wync/core/storage/fixed_buffer.wyst	v1:0e479bfaf14f776d74bd55838942d7cd2aca704acd66c7513ccb7c9d1aca63e9	implemented
declaration	core.storage	destination_initialize_from	whole|selective|public	ordinary-function	0	-	wyst.storage.destination.copy	wync/core/storage/fixed_buffer.wyst	v1:f85b28fe454b37f55530d26a865f96dea12b7080bb4ad0dc727bf3b43de2f677	implemented
declaration	core.storage	destination_assume_initialized	whole|selective|public	ordinary-function	0	-	wyst.storage.destination.assume	wync/core/storage/fixed_buffer.wyst	v1:2120d32cc2fdd1b46f6b863a24531b40a6b3e91ea70effa2d1a8a143e28d3143	implemented
declaration	core.storage	DestinationReservation.initialize_value	whole|selective|public	ordinary-generic-function	1	-	wyst.storage.destination.typed-value	wync/core/storage/fixed_buffer.wyst	v1:c2c9c83f960bd059cc8bd3898e838d41b7528aa2594f986874e19e3c5dc1e1c2	implemented
declaration	core.storage	InitializedDestination.finish	whole|selective|public	ordinary-function	0	-	wyst.storage.destination.finish	wync/core/storage/fixed_buffer.wyst	v1:41cbaa994987ea11618cbe1f21812c40a46d4aa3903597af2f6ba14a9575f734	implemented
declaration	core.storage	WrittenRegion.view	whole|selective|public	ordinary-function	0	-	wyst.storage.written.view	wync/core/storage/fixed_buffer.wyst	v1:68a3f563e7b6dfe3ff13d1f7e2a17c4699034d4beecf914c779e5395c98e45f9	implemented
declaration	core.storage	written_region_close	whole|selective|public	ordinary-function	0	-	wyst.storage.written.close	wync/core/storage/fixed_buffer.wyst	v1:4adad58a97813e1320067b11bc59a6d10a3b5ee2bd8410864e551acbb945a3c2	implemented
declaration	core.storage	ResetSanitization	whole|selective|public	ordinary-enum	0	wyst.storage.reset-sanitization	-	wync/core/storage/arena.wyst	v1:4b4bc0e74e3fbc3037a4c9ac2cc1836ffeebb26035fc6ef02818662f9150cdc9	implemented
declaration	core.storage	ArenaIncarnation	whole|selective|public	opaque-struct	0	wyst.storage.arena-incarnation	-	wync/core/storage/arena.wyst	v1:745a6e499bc3f5b987078629bf90d7fadfbd2347f76a9531cefffa98f0a3988d	implemented
declaration	core.storage	ArenaFacts	whole|selective|public	ordinary-struct	0	wyst.storage.arena-facts	-	wync/core/storage/arena.wyst	v1:13fc7832d81ca48859b04a2487f1b6152af574ef3987b5a09bce47420c1f7e08	implemented
declaration	core.storage	ArenaFailure	whole|selective|public	ordinary-enum	0	wyst.storage.arena-failure	-	wync/core/storage/arena.wyst	v1:fc53e779827b31ba36db40b8dff682fe82e2284fc5043cd0f5b962aab4275f8e	implemented
declaration	core.storage	Arena	whole|selective|public	opaque-struct	0	wyst.storage.arena	-	wync/core/storage/arena.wyst	v1:0284c0572b315fa14c995e293a5904e36de1e041bffa6cc8921929b556d7ce76	implemented
declaration	core.storage	ArenaRegion	whole|selective|public	opaque-generic-struct	1	wyst.storage.arena-region	-	wync/core/storage/arena.wyst	v1:6e926ef2a9df2aad93d80d9b4c5205f03bf9ac5a1780e775188cabdab81de265	implemented
declaration	core.storage	ArenaByteRegion	whole|selective|public	opaque-struct	0	wyst.storage.arena-byte-region	-	wync/core/storage/arena.wyst	v1:eeda1038957c6314ad9e5250b58cfb97b1a4f79147570d1fd2124dea2be45a17	implemented
declaration	core.storage	Checkpoint	whole|selective|public	opaque-struct	0	wyst.storage.checkpoint	-	wync/core/storage/arena.wyst	v1:0e3dab577d0d2dddb7854f783645e8ad0a30e0ed4e22bf6d826115b8df950dcb	implemented
declaration	core.storage	CheckpointRejected	whole|selective|public	ordinary-struct	0	wyst.storage.checkpoint-rejected	-	wync/core/storage/arena.wyst	v1:0ec5b1292cfa2f4c48002951288c85d0ada4203b2da2f2375908c0c4a109907d	implemented
declaration	core.storage	ArenaDetachRejected	whole|selective|public	ordinary-struct	0	wyst.storage.arena-detach-rejected	-	wync/core/storage/arena.wyst	v1:67b5bf00ef72ecb04818f02427f3553614d585b8441cc275d52b6ced433b7029	implemented
declaration	core.storage	arena_facts	whole|selective|public	ordinary-function	0	-	wyst.storage.arena.facts	wync/core/storage/arena.wyst	v1:de540d472b2ca8eb016e4d481ef91d7e7a38cc29b14a0450152d04f67b071ba3	implemented
declaration	core.storage	arena_incarnation_assert_fresh	whole|selective|public	ordinary-function	0	-	wyst.storage.arena-incarnation.assert-fresh	wync/core/storage/arena.wyst	v1:0f209a9644f5cd947b6e8cc6d9a9e435ca6cc6a4f16c4dd1addce80d8f0427f7	implemented
declaration	core.storage	Arena.attach	whole|selective|public	ordinary-function	0	-	wyst.storage.arena.attach	wync/core/storage/arena.wyst	v1:d2967df901e7f85117706bec330fa57be280937288201b09479b94510bfec236	implemented
declaration	core.storage	arena_allocate_zero	whole|selective|public	ordinary-function	0	-	wyst.storage.arena.allocate-zero	wync/core/storage/arena.wyst	v1:92a0e0a4ad448d07fbb8bad255b81c1a07873024db477f47cc73405624aecb86	implemented
declaration	core.storage	arena_allocate_from	whole|selective|public	ordinary-function	0	-	wyst.storage.arena.allocate-copy	wync/core/storage/arena.wyst	v1:6d997f5259342b3442eae4958a4202c63f00e4f25f76b1f1793968513f40a5cd	implemented
declaration	core.storage	Arena.allocate_value	whole|selective|public	ordinary-generic-function	1	-	wyst.storage.arena.allocate-typed-value	wync/core/storage/arena.wyst	v1:b68ceeb73ac110ea954fbb2c0eb273c681ff6146843ffe52dc180b4679ff61cd	implemented
declaration	core.storage	arena_allocate_region_value	whole|selective|public	ordinary-generic-function	1	-	wyst.storage.arena.allocate-region-typed-value	wync/core/storage/arena.wyst	v1:0df6f50be6dfb845abd3c1a1abed0fe01d457bccaac8069157856ec85241a8fd	implemented
declaration	core.storage	arena_view	whole|selective|public	ordinary-generic-function	1	-	wyst.storage.arena.view	wync/core/storage/arena.wyst	v1:61a8ea6d0781211bae36731a5f943a363dbeb263d23e881ea90c371b7b44da73	implemented
declaration	core.storage	arena_view_bytes	whole|selective|public	ordinary-function	0	-	wyst.storage.arena-byte-region.view	wync/core/storage/arena.wyst	v1:072df02a3510a5f35fda3b3838054fe70005a12c816d642a43ffe7e6f4bb3223	implemented
declaration	core.storage	Arena.checkpoint	whole|selective|public	ordinary-function	0	-	wyst.storage.arena.checkpoint	wync/core/storage/arena.wyst	v1:b1615faa819ea06d124f5887d54e27b1585ea278d2b1055204aea63595f911a6	implemented
declaration	core.storage	arena_keep_checkpoint	whole|selective|public	ordinary-function	0	-	wyst.storage.arena.keep-checkpoint	wync/core/storage/arena.wyst	v1:fc08749542e787145a45e3a35e5899f4521e6244d2b049faca80d76241e68241	implemented
declaration	core.storage	Arena.rewind	whole|selective|public	ordinary-function	0	-	wyst.storage.arena.rewind-checkpoint	wync/core/storage/arena.wyst	v1:dffdd9c924b497f19f69ee09502b56e02879d36523eed460cc9f3ac24ec1b4ed	implemented
declaration	core.storage	arena_reset	whole|selective|public	ordinary-function	0	-	wyst.storage.arena.reset	wync/core/storage/arena.wyst	v1:af98f51b753b95b823c32efd8f5dd31059570d991bf8155e50bc6a60609ba4ac	implemented
declaration	core.storage	Arena.detach	whole|selective|public	ordinary-function	0	-	wyst.storage.arena.detach	wync/core/storage/arena.wyst	v1:fabb56527db8aac3b8083706d267d644d3ef8bb048f6c7f815af0f86dfb661f2	implemented
declaration	core.storage	Arena.abandon_storage	whole|selective|public	ordinary-function	0	-	wyst.storage.arena.abandon-storage	wync/core/storage/arena.wyst	v1:193226c1ed70f0eb66e1cbf3c6765a74457b608e2fb6e0468d8d5cdfd0fe6fae	implemented
